X,Y,Frame,Time (s),
453,456,49,8.62155
427,472,51,8.92981
413,476,52,9.08469
408,482,53,9.22857
397,492,54,9.49932
368,496,55,9.65897
353,500,56,9.79869
340,508,57,9.96933
334,508,58,10.2382
326,514,59,10.3863
226,444,59,10.3863
321,514,60,10.5308
316,518,61,10.6842
338,464,61,10.6842
220,444,61,10.6842
319,518,62,10.837
217,446,62,10.837
305,520,63,10.9931
333,464,63,10.9931
216,444,63,10.9931
294,524,64,11.2653
325,466,64,11.2653
207,442,64,11.2653
301,476,65,11.4218
209,570,66,11.567
285,488,66,11.567
167,456,66,11.567
158,598,67,11.7206
258,496,67,11.7206
143,460,67,11.7206
227,510,68,11.8715
111,470,68,11.8715
181,526,69,12.0165
73,480,69,12.0165
118,548,70,12.1574
44,576,71,12.4112
8,558,75,13.0273
22,582,76,13.1735
10,632,78,13.6055
6,484,91,15.8338
275,460,96,16.6195
123,540,97,16.8964
254,478,101,17.4944
6,544,102,17.6518
241,488,102,17.6518
221,516,104,17.968
228,534,105,18.1112
500,480,105,18.1112
287,552,106,18.3837
527,578,107,18.5371
844,500,107,18.5371
516,608,108,18.7182
488,612,109,18.8638
890,520,109,18.8638
157,720,111,19.1717
783,540,111,19.1717
668,548,112,19.4398
898,490,112,19.4398
373,592,113,19.5886
692,486,113,19.5886
803,442,113,19.5886
581,464,115,19.9174
28,518,122,21.156
19,460,122,21.156
14,528,123,21.315
16,540,124,21.5788
35,466,124,21.5788
75,572,125,21.7316
28,589,126,21.8739
120,520,127,22.0288
92,484,127,22.0288
6,468,128,22.1852
52,544,129,22.3469
39,560,130,22.618
29,576,131,22.7656
43,578,132,22.9245
104,582,133,23.1883
337,516,135,23.5006
342,570,136,23.6462
397,518,136,23.6462
381,630,137,23.8055
329,630,138,23.976
424,554,138,23.976
152,720,139,24.2374
23,644,140,24.3809
9,480,142,24.6909
97,528,144,24.9889
67,484,144,24.9889
110,560,146,25.4026
110,572,147,25.5432
6,480,147,25.5432
24,484,148,25.697
126,620,150,26.0218
168,527,151,26.1782
158,530,152,26.3305
139,540,153,26.4818
39,488,153,26.4818
102,558,154,26.7514
16,495,154,26.7514
10,597,155,26.888
143,532,190,32.8998
202,544,191,33.1567
136,571,192,33.2976
84,584,193,33.4527
379,473,194,33.608
368,480,195,33.7597
227,554,207,35.7488
469,460,207,35.7488
457,462,208,35.8949
451,470,209,36.0445
437,480,210,36.2042
424,474,211,36.3545
401,514,212,36.6195
431,460,212,36.6195
396,472,213,36.7741
368,450,213,36.7741
369,475,214,36.9245
344,448,214,36.9245
166,620,215,37.0833
328,480,215,37.0833
300,460,216,37.2313
279,508,217,37.4836
204,552,218,37.6346
236,496,218,37.6346
90,474,218,37.6346
164,576,219,37.7849
214,504,219,37.7849
100,602,220,37.928
193,512,220,37.928
32,482,220,37.928
31,626,221,38.0725
160,512,221,38.0725
8,476,221,38.0725
124,520,222,38.2069
88,532,223,38.3737
38,552,224,38.6535
178,540,245,42.2461
16,616,247,42.6554
477,464,251,43.258
178,552,256,44.1151
404,472,259,45.544
130,594,260,45.7184
440,472,260,45.7184
100,618,261,45.9814
449,480,261,45.9814
438,496,262,46.1181
376,504,263,46.2692
280,524,265,46.7067
450,456,265,46.7067
205,550,266,46.867
422,464,266,46.867
156,568,267,47.017
406,472,267,47.017
94,590,268,47.2703
387,480,268,47.2703
331,488,269,47.42
300,490,270,47.5597
258,464,271,47.7189
212,490,272,47.8741
69,450,276,48.6125
50,464,277,48.7689
96,524,278,48.9247
48,548,279,49.0729
490,506,302,53.09
566,526,303,53.2454
565,530,304,53.3943
562,542,305,53.5508
558,550,306,53.7134
556,574,307,53.8694
550,572,308,54.03
540,596,309,54.1904
505,602,310,54.3468
434,624,311,54.6071
330,478,317,55.6109
282,484,318,55.8939
290,502,319,56.043
307,508,320,56.1965
172,444,320,56.1965
283,524,321,56.3651
258,480,322,56.5337
90,464,323,56.6831
172,508,324,56.8197
48,476,324,56.8197
116,532,325,57.0734
8,486,348,61.1299
83,624,353,61.8678
22,604,356,62.4525
389,464,356,62.4525
153,512,357,62.6034
338,470,357,62.6034
87,536,358,62.7538
52,551,359,62.91
12,572,360,63.065
301,504,360,63.065
512,464,360,63.065
719,498,365,63.9509
381,594,366,64.0963
725,500,366,64.0963
353,616,367,64.2465
732,504,367,64.2465
738,512,368,64.5154
655,528,370,64.8054
595,542,371,64.9607
827,484,371,64.9607
939,454,371,64.9607
519,546,372,65.1041
411,560,373,65.3689
700,480,373,65.3689
529,496,374,65.5193
217,560,377,65.9581
422,484,378,66.1115
499,456,378,66.1115
385,496,379,66.3902
473,464,379,66.3902
313,516,380,66.5471
397,479,381,66.6905
217,554,382,66.8217
160,573,383,66.9794
350,496,383,66.9794
89,600,384,67.1323
316,508,384,67.1323
17,634,385,67.2952
283,520,385,67.2952
122,578,388,67.8502
108,600,389,68.019
77,624,390,68.1679
22,702,392,68.4752
188,544,392,68.4752
152,508,392,68.4752
183,564,393,68.6338
154,512,393,68.6338
160,576,394,68.8926
19,544,397,69.3234
82,576,414,72.1232
84,480,415,72.2881
72,542,417,72.6018
42,552,418,72.758
20,560,419,72.9148
42,528,421,73.318
10,640,422,73.462
76,544,422,73.462
67,560,423,73.6131
14,522,425,73.9256
92,460,443,77.136
30,517,444,77.2998
84,518,445,77.485
125,522,446,77.6859
144,544,448,78.1394
141,576,450,78.4482
119,634,452,78.738
93,668,453,78.8907
295,552,459,79.9064
244,564,460,80.1633
138,616,461,80.3185
103,648,462,80.4691
409,480,462,80.4691
